Name,Price,Rating,Rating & Review Count,Details
"OPPO Reno5 Pro 5G (Astral Blue, 128 GB)"," 35,990",4.4,"9,672 Ratings & 1,205 Reviews",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4350 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1000+ (MT6889) Processor65W Super VOOC 2.0 Charging | ColorOS 11.1 (Based on Android 11)3D Borderless Sense Screen | AI Highlight Video (Ultra Night Video + Live HDR) | Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A15S (Fancy White, 64 GB)"," 11,989",4.3,"5,667 Ratings & 308 Reviews",4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) Display13MP Rear Camera4230 mAh Battery1 YEAR
"OPPO A53s 5G (Crystal Blue, 128 GB)"," 17,990",4.3,"20,075 Ratings & 1,654 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F21 Pro 5G (Rainbow Spectrum, 128 GB)"," 25,447",4.2,960 Ratings & 92 Reviews,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display16MP Rear Camera4500 mAh Battery12 months
"OPPO A55 (Mint Green, 128 GB)"," 16,490",4.1,426 Ratings & 23 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F19 (Space Silver, 128 GB)"," 14,990",4.3,"25,344 Ratings & 1,824 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A55 (Mint Green, 64 GB)"," 13,499",4.3,792 Ratings & 69 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A55 (Rainbow Blue, 64 GB)"," 13,499",4.3,792 Ratings & 69 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A16E (Blue, 64 GB)"," 10,990",4.2,"1,609 Ratings & 76 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio P22 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO K10 (Black Carbon, 128 GB)"," 16,990",4.3,"5,141 Ratings & 435 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.74 cm (6.59 inch) Full HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 680 Processor33W SUPERVOOC Charger | Dual Speaker | Super Adaptive Refresh RateAI Photo Suite | OPPO Glow Design with Dirt and Scratch Resistant1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO A16k (Blue, 64 GB)"," 10,490",4.2,604 Ratings & 35 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio G35 (MT6765) Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A16k (Midnight Black, 64 GB)"," 10,490",4.2,604 Ratings & 35 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio G35 (MT6765) Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A54 (Starry Blue, 64 GB)"," 13,990",4.4,"10,952 Ratings & 676 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A12 (Flowing Silver, 32 GB)"," 9,990",4.4,"75,169 Ratings & 4,519 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A16k (White, 64 GB)"," 9,999",4.2,604 Ratings & 35 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio G35 (MT6765) Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A16k (Black, 64 GB)"," 9,999",4.2,604 Ratings & 35 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio G35 (MT6765) Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A16E (Midnight Black, 64 GB)"," 10,990",4.2,"1,609 Ratings & 76 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4230 mAh BatteryMediatek Helio P22 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A12 (Blue, 64 GB)"," 10,990",4.4,"67,551 Ratings & 3,114 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A31 (Lake Green, 64 GB)"," 12,990",4.3,"22,055 Ratings & 1,459 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A31 (Lake Green, 128 GB)"," 15,990",4.3,"29,731 Ratings & 1,865 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A31 (Fantasy White, 64 GB)"," 12,990",4.3,"22,055 Ratings & 1,459 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A31 (Fantasy White, 128 GB)"," 15,990",4.3,"29,731 Ratings & 1,865 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno5 Pro 5G (Starry Black, 128 GB)"," 35,990",4.4,"9,672 Ratings & 1,205 Reviews",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4350 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1000+ (MT6889) Processor65W Super VOOC 2.0 Charging | ColorOS 11.1 (Based on Android 11)3D Borderless Sense Screen | AI Highlight Video (Ultra Night Video + Live HDR) | Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A12 (Flowing Silver, 64 GB)"," 10,990",4.4,"67,551 Ratings & 3,114 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A53s 5G (Ink Black, 128 GB)"," 15,990",4.4,"68,583 Ratings & 4,791 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO K1 (Piano Black, 64 GB)"," 11,998",4.5,"75,308 Ratings & 7,616 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP | 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A53 (Fancy Blue, 128 GB)"," 13,990",4.4,"55,830 Ratings & 3,481 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A53 (Fairy White, 128 GB)"," 13,990",4.4,"55,830 Ratings & 3,481 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A53 (Fancy Blue, 64 GB)"," 11,990",4.5,"82,497 Ratings & 4,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A12 (Black, 32 GB)"," 9,990",4.4,"75,169 Ratings & 4,519 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno7 Pro 5G (Startrails Blue, 256 GB)"," 34,999",4.3,"8,213 Ratings & 1,086 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 7 GB16.51 cm (6.5 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200-Max Processor65W SuperVOOC | OPPO Sony IMX766 Flagship Rear Camera SensorAircraft-Grade Shooting Star Design | OPPO Glow1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO A53 (Fairy White, 64 GB)"," 11,990",4.5,"82,497 Ratings & 4,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F19 Pro (Fantastic Purple, 256 GB)"," 18,990",4.3,"9,358 Ratings & 774 Reviews",8 GB RAM | 256 GB ROM16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) Processor30W VOOC 4.0 Flash Charge | ColorOS 11.1 (Based on Android 11)Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait VideoBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A11K (Flowing Silver, 32 GB)"," 7,990",4.2,"7,338 Ratings & 535 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh Li-polymer BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO F17 (Navy Blue, 128 GB)"," 18,499",4.3,984 Ratings & 68 Reviews,8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display16MP + 8MP + 2MP + 2MP | 16MP Front Camera4015 mAh Lithium Polymer BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A5s (Gold, 64 GB)"," 15,990",4.4,"41,887 Ratings & 2,537 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno6 Pro 5G (Aurora, 256 GB)"," 39,990",4.4,"11,992 Ratings & 1,532 Reviews",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 Processor65W SuperVOOC 2.0 Charging3D Borderless ScreenBokeh Flare Portrait Video | AI Highlight Video | OPPO Reno Glow 2.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A33 (Mint Cream, 32 GB)"," 9,090",4.4,"51,302 Ratings & 3,351 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 Processor90 Hz Punch Hole Display18W Fast ChargingBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F19 (Midnight Blue, 128 GB)"," 17,090",4.3,"25,344 Ratings & 1,824 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno6 5G (Aurora, 128 GB)"," 27,990",4.3,"53,369 Ratings & 6,867 Reviews",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4300 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 900 Processor65W SuperVOOC 2.0 Charging90Hz AMOLED DisplayBokeh Flare Portrait Video | OPPO Reno Glow 2.0 | Ultra-slim Retro DesignBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno4 Pro Special Edition (Starry Night, 128 GB)"," 34,990",4.4,"1,329 Ratings & 156 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 32MP Front Camera4000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Octa Core Processor65W SuperVOOC 2.090Hz AMOLED Display | 3D Borderless ScreenBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO K1 (Piano Black, 64 GB)"," 13,999",4.4,"1,780 Ratings & 146 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP | 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO K1 (Astral Blue, 64 GB)"," 13,990",4.4,"1,780 Ratings & 146 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP | 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO K1 (Astral Blue, 64 GB)"," 18,990",4.5,"75,308 Ratings & 7,616 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP | 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A54 (Crystal Black, 64 GB)"," 14,990",4.4,"10,952 Ratings & 676 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A5s (Black, 32 GB)"," 12,990",4.3,"34,041 Ratings & 2,452 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Red, 32 GB)"," 13,990",4.4,"4,596 Ratings & 356 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO F19 Pro (Fluid Black, 128 GB)"," 17,990",4.3,"9,358 Ratings & 774 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) Processor30W VOOC 4.0 Flash Charge | ColorOS 11.1 (Based on Android 11)Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait VideoBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO K1 (Astral Blue, 64 GB)"," 13,990",4.4,"1,780 Ratings & 146 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP | 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Gold, 64 GB)"," 15,990",4.4,"41,887 Ratings & 2,537 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno4 Pro Special Edition (Starry Night, 128 GB)"," 34,990",4.4,"1,329 Ratings & 156 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 32MP Front Camera4000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Octa Core Processor65W SuperVOOC 2.090Hz AMOLED Display | 3D Borderless ScreenBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A5s (Red, 32 GB)"," 13,990",4.4,"4,596 Ratings & 356 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Black, 32 GB)"," 12,990",4.3,"34,041 Ratings & 2,452 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Blue, 64 GB)"," 15,990",4.4,"41,887 Ratings & 2,537 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A53 (Electric Black, 64 GB)"," 11,990",4.5,"82,497 Ratings & 4,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A71 New Edition (Black, 16 GB)"," 10,990",4.4,"12,002 Ratings & 779 Reviews",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Lithium BatterySnapdragon 450 (MSM450) Octa Core 1.8 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Black, 32 GB)"," 13,990",4.4,"4,596 Ratings & 356 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMTK MT6765 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A53 (Fancy Blue, 128 GB)"," 13,990",4.4,"55,830 Ratings & 3,481 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A53 (Fairy White, 128 GB)"," 13,990",4.4,"55,830 Ratings & 3,481 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A53 (Fancy Blue, 64 GB)"," 11,990",4.5,"82,497 Ratings & 4,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A3s (Purple, 16 GB)"," 11,990",4.4,"29,536 Ratings & 2,394 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A71k (New Edition) (Gold, 16 GB)"," 10,990",4.4,"12,002 Ratings & 779 Reviews",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.21 cm (5.2 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Lithium BatterySnapdragon 450 (MSM450) Octa Core 1.8 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno2 (Luminous Black, 256 GB)"," 39,990",4.4,"1,645 Ratings & 199 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 13MP + 2MP | 16MP Front Camera4000 mAh BatteryQualcomm Snapdragon 730G ProcessorUltra Dark Mode l Ultra Steady Video20x Digital ZoomBrand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO Reno2 (Ocean Blue, 256 GB)"," 39,990",4.4,"1,645 Ratings & 199 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 13MP + 2MP | 16MP Front Camera4000 mAh BatteryQualcomm Snapdragon 730G ProcessorUltra Dark Mode l Ultra Steady Video20x Digital ZoomBrand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO A53 (Fairy White, 64 GB)"," 11,990",4.5,"82,497 Ratings & 4,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F1S (Gold, 64 GB)"," 18,990",4.3,"24,410 Ratings & 5,157 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3075 mAh BatteryMediatek MT6750 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year
"OPPO F1S (Rose Gold, 64 GB)"," 18,990",4.3,"24,410 Ratings & 5,157 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3075 mAh BatteryMediatek MT6750 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year
"OPPO F1S (Grey, 64 GB)"," 18,990",4.3,"24,410 Ratings & 5,157 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3075 mAh BatteryMediatek MT6750 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year
"OPPO A3s (Purple, 32 GB)"," 13,990",4.4,"27,043 Ratings & 2,025 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
